number,value,datetime_start,datetime_complete,duration,params_A,params_C,params_f,params_lr,params_min_gradient_magnitude,params_optimal_weight,params_phase_shift_loss_weight,params_phi,params_shift_boundary,params_threshold,params_transition_slope,state
12,1.1526756290848374,2023-09-01 00:11:43.431877,2023-09-01 00:14:59.767193,0 days 00:03:16.335316,0.10668671962868742,1.0355117275286223,0.7821270635374431,0.0196753334449509,0.16687703352445774,0.9377043592826336,0.25334169597628176,2.026731648240858,0.26617367564033084,0.2,0.15926975015933623,PRUNED
13,1.0741107620246022,2023-09-01 00:14:59.780773,2023-09-01 00:19:16.096153,0 days 00:04:16.315380,0.24304660688786162,1.0050486388093613,0.7878531731334594,0.01651501135814912,0.18100532768242902,0.88531740340153,0.23468393898085727,1.023069049686845,0.2590988901585793,0.16,0.15920904744953843,PRUNED
14,0.45563238042247933,2023-09-01 00:19:16.110332,2023-09-01 00:26:48.742112,0 days 00:07:32.631780,0.27004774898155126,1.1221328673219455,0.7469019995506886,0.016451573768869743,0.1563504812258131,0.9397994051271957,0.2296614214670791,2.162806358501276,0.25493484854948495,0.15000000000000002,0.15060169982925092,COMPLETE
15,0.45620316868012245,2023-09-01 00:26:48.758258,2023-09-01 00:33:02.157617,0 days 00:06:13.399359,0.10430235653336752,1.496124038689228,0.7882771615350678,0.019966739801787873,0.18341076972806863,0.8736692199520322,0.289177228653973,1.8817370591344391,0.27004358543731627,0.19,0.15048979769845278,COMPLETE
16,1.038017768703454,2023-09-01 00:33:02.190354,2023-09-01 00:38:36.591422,0 days 00:05:34.401068,0.1840973912335308,1.137652923808614,0.6503864854478717,0.01767962262966403,0.16066359678733216,0.948094496481038,0.20782991201885653,2.15359477903485,0.2448409349570707,0.13,0.14967808223589385,PRUNED
17,1.2282432514302275,2023-09-01 00:38:36.611662,2023-09-01 00:40:15.138715,0 days 00:01:38.527053,0.3074781027830807,1.0016193487143092,0.7658402288706304,0.014447058072184767,0.18051327774212086,0.8512539659697889,0.10350617626690276,2.389047519101937,0.2498349641884563,0.16,0.12579534569645162,PRUNED
18,1.2282068507468447,2023-09-01 00:40:15.154139,2023-09-01 00:41:53.553327,0 days 00:01:38.399188,0.16068533843907704,1.147538501052721,0.8135013525299699,0.01494313132833245,0.15722669573806755,0.8898296322113879,0.31412729472743783,1.694104482401944,0.27303192750972877,0.16,0.15862327682483113,PRUNED
19,1.068881372399364,2023-09-01 00:41:53.571508,2023-09-01 00:46:28.743926,0 days 00:04:35.172418,0.10012258760777205,1.4189244567486783,0.7303479648534488,0.017725267609819715,0.19788049760064536,0.909374590400749,0.1914149209486576,1.8976556464118426,0.23546321635291556,0.18,0.14670427270686795,PRUNED
20,0.454182053771074,2023-09-01 00:46:28.762303,2023-09-01 00:54:09.701650,0 days 00:07:40.939347,0.22581053601787882,1.9636522880363128,0.728150688873262,0.01818908950578916,0.16950928050672442,0.8565949943100529,0.20568845106241065,1.681127216454829,0.25998292028482656,0.13,0.1330591945600395,COMPLETE
21,1.0799810909633096,2023-09-01 00:54:09.723223,2023-09-01 00:58:05.645865,0 days 00:03:55.922642,0.20732111647125592,1.9560008477665531,0.7608173921784752,0.0186603814378844,0.17101099756295238,0.9482709958115809,0.2098924124510953,1.651487273053482,0.2595970063304683,0.13,0.13210865683307266,PRUNED
22,1.0627600890947573,2023-09-01 00:58:05.661548,2023-09-01 01:02:41.964821,0 days 00:04:36.303273,0.1485726929301302,1.9987626569447985,0.7285498561062111,0.0183843620130717,0.16421526644904855,0.9053701318497436,0.2633099514008481,1.8836224504174557,0.2518395151673415,0.15000000000000002,0.1535162054551239,PRUNED
23,1.045343890046397,2023-09-01 01:02:41.984206,2023-09-01 01:07:37.059747,0 days 00:04:55.075541,0.16445678521549148,1.6169990435956147,0.768923377073317,0.01980359302206096,0.17589747841519346,0.8685082118475819,0.1996813213813338,2.0735602962207826,0.26404172885976357,0.13,0.14473396370886332,PRUNED
24,1.237176572177427,2023-09-01 01:07:37.077318,2023-09-01 01:09:15.854643,0 days 00:01:38.777325,0.22966661692348606,1.4205834115481193,0.7340983929151668,0.015332745048262198,0.15460804488459395,0.9182885081880607,0.22625415808663504,1.5242639214348226,0.2759090392229505,0.15000000000000002,0.15421622059602347,PRUNED
25,1.077055740018263,2023-09-01 01:09:15.871406,2023-09-01 01:13:32.233728,0 days 00:04:16.362322,0.1374362685314874,1.1614098893954081,0.7273212220009485,0.017638063223348613,0.18749217951922714,0.8418189708131191,0.28446838548257625,1.748052431116491,0.2447502910745161,0.12,0.14448864356891855,PRUNED
26,1.0597056260345676,2023-09-01 01:13:32.253505,2023-09-01 01:17:48.278353,0 days 00:04:16.024848,0.19812481559699402,1.5642189018903911,0.7165330806751103,0.014016266706460587,0.16612728318709422,0.893428387399633,0.18714986023132796,2.2867644612499642,0.2621507942019689,0.16999999999999998,0.15376910858788612,PRUNED
27,1.2280926924225286,2023-09-01 01:17:48.290821,2023-09-01 01:19:26.986780,0 days 00:01:38.695959,0.2701784934620063,1.0737304952407811,0.7522379228219054,0.016527755824424718,0.1755235215951461,0.8681722714196115,0.24298941156696044,1.952672127131427,0.25615560601752646,0.14,0.13611156181415962,PRUNED
28,1.1254254801476256,2023-09-01 01:19:27.004716,2023-09-01 01:22:43.948716,0 days 00:03:16.944000,0.1471941999196667,1.205801007851414,0.7746621418263044,0.01845632541882481,0.16302674184522764,0.9253988289300685,0.18151123303798758,1.8116513485239039,0.26824784357054327,0.1,0.14376260309132854,PRUNED
29,1.2275032904131193,2023-09-01 01:22:43.972624,2023-09-01 01:24:22.880085,0 days 00:01:38.907461,0.10083070927623478,1.0817755319943692,0.6995778553150134,0.015256071324092249,0.14993777717665505,0.838471898360121,0.20818444652483942,2.0425594232823867,0.2799082529627967,0.14,0.13865662706582804,PRUNED
30,1.0532705409729735,2023-09-01 01:24:22.905550,2023-09-01 01:29:17.922415,0 days 00:04:55.016865,0.4091858041307708,1.1892037141959528,0.687008299545261,0.019985969883344397,0.18987146061863322,0.8996147222133636,0.16880506540136214,2.5175541866025597,0.24916664825937967,0.12,0.1482245467496103,PRUNED
31,0.45260664414013574,2023-09-01 01:29:17.936990,2023-09-01 01:37:00.840726,0 days 00:07:42.903736,0.17463076237362804,1.0701404929880032,0.742598382358663,0.018453223872873927,0.1744245970526047,0.9255771084034959,0.1456738967484782,1.7923788064090291,0.22848163582723752,0.14,0.13066404175416393,COMPLETE
32,1.0449944956505552,2023-09-01 01:37:00.854936,2023-09-01 01:41:37.168682,0 days 00:04:36.313746,0.1929926149713858,1.0713672698500671,0.7524494147521255,0.017556740044554812,0.17612746206789576,0.9310572920071524,0.13417610782445621,1.7184835255816209,0.25866177682044167,0.15000000000000002,0.14000260877642767,PRUNED
33,1.0496005546962115,2023-09-01 01:41:37.192654,2023-09-01 01:46:13.353110,0 days 00:04:36.160456,0.1403619349492542,1.0904995584096162,0.7405020336573125,0.0186155244455696,0.16918856042758396,0.928614153765154,0.1648722687604945,1.9516965792987286,0.2303769807020771,0.13,0.12821586642445693,PRUNED
34,1.0460177015328238,2023-09-01 01:46:13.367777,2023-09-01 01:51:08.260539,0 days 00:04:54.892762,0.19276412848082003,1.212952389700607,0.7208232704399884,0.0171255182098465,0.18101433885012483,0.9497234901164772,0.2632613936970396,1.5885317210339742,0.24283603845573012,0.14,0.12213343241396307,PRUNED
35,0.4422677284411223,2023-09-01 01:51:08.277053,2023-09-01 01:58:41.296002,0 days 00:07:33.018949,0.13205998362136284,1.3404766003103523,0.7574821947467981,0.018797888031811746,0.16314009657864167,0.9046953162813098,0.21985460003474408,1.8534077648987553,0.20663831393329474,0.16999999999999998,0.13729722425913402,COMPLETE
36,1.2259316949556904,2023-09-01 01:58:41.322535,2023-09-01 02:00:20.050401,0 days 00:01:38.727866,0.1364521178183428,1.0201367071575225,0.7579361172319011,0.0156980532677419,0.16008270433540686,0.9065835387563281,0.10708118524716481,2.1856496450840357,0.20223160380205996,0.16999999999999998,0.14223838134121763,PRUNED
37,1.2678963561007317,2023-09-01 02:00:20.069169,2023-09-01 02:01:58.923914,0 days 00:01:38.854745,0.17790773678862415,1.3495088729247582,0.7500747206565668,0.013544713383298181,0.15109962632723137,0.9253976105836378,0.2270129698938476,1.8528473502964524,0.2229820511717793,0.18,0.13758641635152963,PRUNED
38,1.2312803202909781,2023-09-01 02:01:58.940660,2023-09-01 02:03:37.542312,0 days 00:01:38.601652,0.1322496643436273,1.2332608084394312,0.7401756914380231,0.018988514437458866,0.16304202004375953,0.9496201080314837,0.17328833659064483,1.4428601855450625,0.20642572000571452,0.16,0.15528208980243274,PRUNED
39,1.0510987447085955,2023-09-01 02:03:37.568668,2023-09-01 02:08:32.278022,0 days 00:04:54.709354,0.1678476138790003,1.1294068461218223,0.774624257163422,0.018927026361876306,0.13773680523229695,0.9103365485980008,0.14933860323672984,1.8109642612418648,0.2109242303187103,0.16999999999999998,0.1425629831506499,PRUNED
40,1.117069235718842,2023-09-01 02:08:32.294722,2023-09-01 02:11:49.871780,0 days 00:03:17.577058,0.12491270817851123,1.2894241231803467,0.7587376849034662,0.016115935575746015,0.17270134797651637,0.9328526657382863,0.2761143763039695,1.585929317602092,0.2240308136412203,0.15000000000000002,0.14879001448450285,PRUNED
41,1.0809174841600107,2023-09-01 02:11:49.900111,2023-09-01 02:16:15.499634,0 days 00:04:25.599523,0.21543455372177372,1.1832392054263505,0.7406475627702584,0.017292989057785438,0.17010850355329016,0.9144809026527039,0.24579128818845605,1.7078302448825977,0.20157219789817415,0.12,0.13291859840423714,PRUNED
42,0.4548306935222334,2023-09-01 02:16:15.514305,2023-09-01 02:23:18.900894,0 days 00:07:03.386589,0.1773598025436556,1.3310292863385118,0.7452896027945153,0.0181904067512174,0.16704224044525703,0.8792743030510887,0.22100952371072616,1.9718150175743228,0.22972280560881508,0.14,0.1298028075122631,COMPLETE
43,1.1212144565920459,2023-09-01 02:23:18.924978,2023-09-01 02:26:15.936860,0 days 00:02:57.011882,0.12202765549810801,1.2527877111799617,0.715492282368001,0.01925604640263639,0.17514651898964004,0.9031592187058287,0.19157789220169652,1.78445869194578,0.2154530300260033,0.16,0.1368741232588959,PRUNED
44,1.0197308104723057,2023-09-01 02:26:15.951578,2023-09-01 02:32:01.062286,0 days 00:05:45.110708,0.15792028540348962,1.0295181388908006,0.7223682818880341,0.016828954151943683,0.16033062430568892,0.9342214553435687,0.25262989157258053,1.6533937180848126,0.2530073805226938,0.11,0.12151144027089077,PRUNED
45,1.2357266076067661,2023-09-01 02:32:01.085759,2023-09-01 02:33:39.686226,0 days 00:01:38.600467,0.21307759762811848,1.0990480055977379,0.7343105389693844,0.01900497561653811,0.18536647286510757,0.8865872998620945,0.16288831516857183,2.0391219307961372,0.2638074073897147,0.14,0.1337042051165855,PRUNED
46,1.2390083514206798,2023-09-01 02:33:39.701567,2023-09-01 02:35:18.426262,0 days 00:01:38.724695,0.23741787509164014,1.0444719737620887,0.7655216918376665,0.01154097959472759,0.18007280773111678,0.8173510754257722,0.1266432937066782,1.3481632350980859,0.23777732679115168,0.2,0.1263696545914425,PRUNED
47,1.2279813200869458,2023-09-01 02:35:18.439754,2023-09-01 02:36:57.580969,0 days 00:01:39.141215,0.11348910665367833,1.8386675120217715,0.7061722456951519,0.016060482427046954,0.16739509107753076,0.8595765937511801,0.2168057342745474,1.4549145540020558,0.24706611995601951,0.19,0.11662371982721431,PRUNED
48,0.4430271775115908,2023-09-01 02:36:57.599581,2023-09-01 02:45:00.604595,0 days 00:08:03.005014,0.153244598647942,1.7411290516423492,0.7531611128952866,0.01999199785445398,0.17198606666537156,0.8965046470228205,0.24270045015448347,1.8137920584170022,0.24228448993859134,0.15000000000000002,0.15696671662420994,COMPLETE
49,0.44889972650375976,2023-09-01 02:45:00.628398,2023-09-01 02:51:26.147424,0 days 00:06:25.519026,0.15404928316695243,1.129846027499684,0.7836001905613501,0.01970513595352753,0.1786252339992692,0.9213877589664383,0.3005802714264595,1.817337563192388,0.24096999831384258,0.15000000000000002,0.15705315603881587,COMPLETE
50,0.43206286326880217,2023-09-01 02:51:26.164168,2023-09-01 02:58:39.517893,0 days 00:07:13.353725,0.17285551323851253,1.1518065538687794,0.8006027705866295,0.01917264731516932,0.19284485656966327,0.8980078412770206,0.314397244782042,1.8099544528605453,0.24130615798642246,0.16999999999999998,0.15664625875283816,COMPLETE
51,1.1337000843903697,2023-09-01 02:58:39.532381,2023-09-01 03:01:56.573918,0 days 00:03:17.041537,0.15519421346011059,1.1179615451140525,0.7990738345767205,0.019218401126244917,0.19117889930669976,0.9170597715977371,0.3270366140134552,1.8611019198288519,0.23984035594215683,0.16999999999999998,0.15558849214408446,PRUNED
52,1.0644895032788,2023-09-01 03:01:56.589634,2023-09-01 03:06:13.231799,0 days 00:04:16.642165,0.18073471014100395,1.168648479228934,0.780883520955416,0.019972012894448683,0.19277643551258683,0.8910305570050222,0.2966815546707735,1.7856343684018259,0.2402644930405044,0.18,0.15177656886679883,PRUNED
53,0.998198094203117,2023-09-01 03:06:13.251870,2023-09-01 03:13:26.388450,0 days 00:07:13.136580,0.1279454402204015,1.0465835788890656,0.7880244518038921,0.018060017380086304,0.17829875845082574,0.8995328712027877,0.35783329911228945,1.970216659588337,0.23381768724256888,0.16,0.1579441852702905,PRUNED
54,1.2402412734978587,2023-09-01 03:13:26.411184,2023-09-01 03:15:05.291579,0 days 00:01:38.880395,0.19131315907050916,1.1175108229537973,0.7975598893074575,0.01703142607041221,0.18306705191036818,0.8790459025713862,0.3081572868357412,1.7623486612881454,0.24649832074221034,0.16,0.1599242664523361,PRUNED
55,1.0681605985824099,2023-09-01 03:15:05.305201,2023-09-01 03:19:31.960117,0 days 00:04:26.654916,0.1525500890196718,1.2528327407584137,0.7680407054737298,0.019511637301930826,0.1848635134961362,0.937877792202937,0.2763595878330765,1.8759590241436237,0.24398577870190155,0.15000000000000002,0.14687305031854636,PRUNED
56,1.244394285881773,2023-09-01 03:19:31.979837,2023-09-01 03:21:10.328563,0 days 00:01:38.348726,0.16969967374323833,1.151785931224786,0.7640440104285054,0.018110128814835084,0.1727540774500145,0.9204263899297268,0.29970783135375934,1.6240531527664048,0.25179339119611993,0.19,0.1567906962276812,PRUNED
57,1.0177008265510519,2023-09-01 03:21:10.339150,2023-09-01 03:26:56.092390,0 days 00:05:45.753240,0.12141285460837901,1.048273694265787,0.7560027891388489,0.019179732538344946,0.19897369929164352,0.9379785573481004,0.24004660855075588,2.078452589527583,0.2313871763824459,0.15000000000000002,0.1505490262141551,PRUNED
58,1.2176505299747413,2023-09-01 03:26:56.109513,2023-09-01 03:28:35.313757,0 days 00:01:39.204244,0.21157435969685862,1.0031401666469322,0.7784020591177894,0.017572378409883932,0.17947263947757414,0.8969148445565439,0.26355621294869985,1.5438355150235024,0.22588071220005765,0.16999999999999998,0.15211694016439,PRUNED
59,1.226570982036861,2023-09-01 03:28:35.338587,2023-09-01 03:30:14.465151,0 days 00:01:39.126564,0.25134960224402636,1.2202051423100124,0.7721207193740326,0.01683063262343964,0.19571174047129777,0.9125282921065015,0.3206224944840122,1.730322565441608,0.2361656017776538,0.18,0.15684025069237006,PRUNED
60,1.0382272013535736,2023-09-01 03:30:14.482941,2023-09-01 03:35:10.365299,0 days 00:04:55.882358,0.14419240334689162,1.0992541013672685,0.7621153751145513,0.01846193369979794,0.18729498831454963,0.8755586830074431,0.2869261425584356,1.9062729916516146,0.2412193059957752,0.15000000000000002,0.15317943006018017,PRUNED
61,1.1317613268574924,2023-09-01 03:35:10.378391,2023-09-01 03:38:27.736827,0 days 00:03:17.358436,0.11418285689318547,1.1403963877828964,0.7467188571356793,0.01997063086835307,0.17148401022855134,0.9413995546792233,0.25083171665790727,1.8170237840605912,0.24830430538330006,0.16,0.15575336698264766,PRUNED
62,1.0091590935245474,2023-09-01 03:38:27.752677,2023-09-01 03:46:10.581711,0 days 00:07:42.829034,0.1093888380863779,1.0719919557315276,0.7558635028547183,0.019430525038577836,0.1777665522838736,0.9245900988082709,0.23472522288189765,1.9250981017622293,0.25531068213593444,0.15000000000000002,0.1585512126328982,PRUNED
63,1.2204904797229361,2023-09-01 03:46:10.609140,2023-09-01 03:47:49.485824,0 days 00:01:38.876684,0.16415105585456405,1.181883888790079,0.7705313209791198,0.018716697217887775,0.17277781002549136,0.9201496761627231,0.20171622254216665,1.9958868589382153,0.2380302261157017,0.14,0.1597492822626793,PRUNED
64,1.2226724719747584,2023-09-01 03:47:49.504063,2023-09-01 03:49:28.304281,0 days 00:01:38.800218,0.10077734065741015,1.0524814737196921,0.7511924878310066,0.01791612374456962,0.16561402192634,0.94081009386151,0.2209735622022364,1.672915219700077,0.25041390744986086,0.13,0.14586258412610575,PRUNED
65,1.1277782236430662,2023-09-01 03:49:28.330118,2023-09-01 03:52:06.763865,0 days 00:02:38.433747,0.1397920582264304,1.0169826283593006,0.7818736831182618,0.01944225736088061,0.18246252851592293,0.9040212117134255,0.27239716284370624,1.8511169772755378,0.2433275160230671,0.16,0.14894073425480944,PRUNED
66,1.265073687472242,2023-09-01 03:52:06.782625,2023-09-01 03:53:46.342300,0 days 00:01:39.559675,0.1886635009127655,1.1069422019444402,0.7622816194635215,0.019985688131179947,0.17424145560580864,0.9289393753465014,0.25693121674801533,1.7499533982742372,0.21970297081298568,0.14,0.1515472728809106,PRUNED
67,1.0062048231244933,2023-09-01 03:53:46.355559,2023-09-01 04:00:21.795015,0 days 00:06:35.439456,0.16031676298945935,1.1631407591573157,0.7768581428709269,0.018659371318041316,0.17597084243203126,0.9119102318154284,0.23743967390836657,1.9139707408211515,0.23301285341574451,0.16999999999999998,0.1542278346336028,PRUNED
68,0.9991653434773708,2023-09-01 04:00:21.813671,2023-09-01 04:08:04.629697,0 days 00:07:42.816026,0.13214723456411134,1.0706129248134992,0.7438339251864576,0.017547551184075857,0.17048635784618507,0.8918951222641328,0.18284487187288684,2.108883157547894,0.2463806965338431,0.15000000000000002,0.15668813289867273,PRUNED
69,1.2331553046584975,2023-09-01 04:08:04.639672,2023-09-01 04:09:43.882004,0 days 00:01:39.242332,0.17478906160525187,1.1316926067402133,0.736640328629147,0.018139951744711634,0.17823401281189769,0.9417925333440897,0.28828479757286474,1.9981331203115962,0.25698400106767105,0.16,0.14012925502961243,PRUNED
70,1.2317353605378605,2023-09-01 04:09:43.897589,2023-09-01 04:11:22.834143,0 days 00:01:38.936554,0.20449486496814237,1.7049139712244146,0.7486223858685181,0.019438288200153586,0.16804101546186834,0.9279724381025742,0.21346316788869243,1.6710924029004186,0.22831241023274096,0.14,0.14787434201536953,PRUNED
71,1.0647423009500436,2023-09-01 04:11:22.854328,2023-09-01 04:15:19.576957,0 days 00:03:56.722629,0.14608309710344228,1.9382510308540173,0.7317881389870624,0.01866448059897554,0.16450629837177685,0.9000678241695215,0.20016903301921313,1.8287164284832071,0.2532123396530863,0.08,0.15343757068342515,PRUNED
72,1.031930662955798,2023-09-01 04:15:19.600263,2023-09-01 04:20:54.945615,0 days 00:05:35.345352,0.12283711872116534,1.737096649732485,0.7536869812319343,0.017210103421636994,0.16777627974071097,0.8882528274095776,0.22872501120983252,1.7218404669437986,0.2593535960155701,0.13,0.14068129760174447,PRUNED
73,1.0905957773644874,2023-09-01 04:20:54.957229,2023-09-01 04:25:11.309371,0 days 00:04:16.352142,0.19935016734009334,1.7791553610705932,0.7272651607638435,0.017988713907102716,0.16227373981214346,0.9178600809319936,0.1772204595791102,1.9255868343354767,0.23671207885826867,0.13,0.14533133978352764,PRUNED
74,1.0174025910120483,2023-09-01 04:25:11.324393,2023-09-01 04:30:26.720512,0 days 00:05:15.396119,0.2222697300110607,1.9088211140194908,0.7686791969180684,0.01890728083637848,0.17045648730133497,0.8679494438160551,0.19582345566793855,1.6072229379597471,0.26178047555284967,0.14,0.1598414318153734,PRUNED
